,tenure,TotalCharges,OnlineSecurity,OnlineBackup,TechSupport,Contract,Churn
3552,68,7149.35,Yes,Yes,No,Two year,No
383,1,90.85,No,Yes,No,Month-to-month,Yes
1538,8,819.55,No,Yes,No,Month-to-month,Yes
211,1,25.25,No,No,No,Month-to-month,No
1957,46,2459.8,Yes,No,No,Month-to-month,No
4601,45,4747.85,No,No,Yes,Month-to-month,No
2438,8,847.3,Yes,No,Yes,Month-to-month,Yes
2727,5,462.8,No,No,No,Month-to-month,Yes
3257,22,2157.3,No,Yes,No,Month-to-month,No
3787,58,5817.7,No,No,Yes,Month-to-month,No
1349,51,2553.35,No,Yes,No,Month-to-month,No
4402,39,1880.85,Yes,Yes,Yes,Month-to-month,Yes
2984,26,684.05,No internet service,No internet service,No internet service,One year,No
5385,53,4517.25,No,No,No,Month-to-month,Yes
680,1,80.0,No,No,No,Month-to-month,Yes
180,1,29.95,No,Yes,No,Month-to-month,Yes
6702,18,1601.5,No,No,Yes,Month-to-month,No
6723,46,902.0,No internet service,No internet service,No internet service,Two year,No
6504,3,267.6,No,No,No,Month-to-month,Yes
6068,12,480.6,No,No,No,Month-to-month,Yes
278,14,771.95,No,No,Yes,Month-to-month,No
2970,5,331.9,No,No,No,Month-to-month,Yes
6701,28,2799.0,No,Yes,No,One year,No
2480,59,5574.75,No,No,No,Month-to-month,Yes
289,10,435.4,No,No,No,Month-to-month,Yes
4370,21,1714.95,Yes,No,Yes,One year,No
5284,5,198.0,No,No,No,Month-to-month,Yes
993,10,225.55,No internet service,No internet service,No internet service,Two year,No
2236,5,371.6,No,No,No,Month-to-month,No
5438,9,741.7,No,Yes,No,Month-to-month,Yes
39,11,1105.4,No,No,No,Month-to-month,Yes
4963,47,3522.65,No,Yes,No,Two year,No
2754,3,107.25,Yes,No,Yes,Month-to-month,No
5643,1,75.9,No,No,Yes,Month-to-month,Yes
3722,23,947.4,Yes,Yes,Yes,One year,No
270,16,1511.2,No,No,Yes,Month-to-month,Yes
3002,27,2212.55,Yes,No,Yes,One year,No
2883,68,1686.15,No internet service,No internet service,No internet service,Two year,No
5837,2,96.8,No,Yes,No,Month-to-month,No
3128,5,122.0,No internet service,No internet service,No internet service,Month-to-month,No
5899,67,5060.85,No,No,No,Month-to-month,No
111,52,3042.25,Yes,No,Yes,One year,No
1391,29,2440.25,No,Yes,No,Month-to-month,No
2600,1,70.1,No,No,No,Month-to-month,No
220,4,268.35,No,No,No,Month-to-month,Yes
5890,69,5897.4,Yes,No,Yes,Two year,No
4071,16,664.4,Yes,No,No,Month-to-month,No
5658,24,2248.05,No,No,No,Month-to-month,No
83,42,4327.5,No,Yes,Yes,Month-to-month,No
873,60,3027.4,No,Yes,No,Month-to-month,Yes
6524,10,930.4,No,No,No,Month-to-month,Yes
4391,9,530.05,No,No,Yes,Month-to-month,No
461,24,1614.05,No,Yes,No,Month-to-month,No
6188,18,358.5,No internet service,No internet service,No internet service,Month-to-month,No
551,72,8220.4,Yes,Yes,Yes,Two year,No
3405,64,5327.25,Yes,No,Yes,Month-to-month,No
2374,2,50.6,No internet service,No internet service,No internet service,Month-to-month,No
6572,68,6302.85,Yes,Yes,Yes,Two year,No
2246,1,102.45,Yes,No,No,Month-to-month,Yes
6627,59,1267.0,No internet service,No internet service,No internet service,One year,No
3869,50,4858.7,No,Yes,No,One year,No
2450,72,8058.85,Yes,No,Yes,Two year,No
2329,57,5468.95,No,Yes,Yes,One year,No
6532,18,369.6,No internet service,No internet service,No internet service,One year,No
2146,62,7133.45,Yes,Yes,Yes,One year,No
6635,24,533.9,No internet service,No internet service,No internet service,One year,No
5900,37,1448.8,Yes,Yes,No,Month-to-month,Yes
6211,5,470.95,No,No,Yes,Month-to-month,Yes
650,3,222.3,No,No,No,Month-to-month,Yes
708,29,2263.4,No,No,No,Month-to-month,No
6874,31,1498.55,No,No,Yes,Month-to-month,No
4977,24,469.65,No internet service,No internet service,No internet service,One year,No
5784,18,1438.05,Yes,No,No,Month-to-month,No
6325,17,1574.45,Yes,No,Yes,Month-to-month,Yes
6148,69,4577.9,Yes,Yes,Yes,Two year,No
1424,48,936.7,No internet service,No internet service,No internet service,One year,No
1216,54,1090.6,No internet service,No internet service,No internet service,Two year,No
5842,13,995.35,Yes,No,No,Month-to-month,No
1924,22,1961.6,No,No,No,Month-to-month,No
6108,18,476.8,No,No,No,Month-to-month,No
4434,16,1374.9,Yes,Yes,No,Month-to-month,No
314,5,415.55,No,No,No,Month-to-month,Yes
3817,53,1048.45,No internet service,No internet service,No internet service,Two year,No
1427,44,3122.4,No,No,No,Month-to-month,No
6460,44,4398.15,No,Yes,Yes,Month-to-month,Yes
6328,70,6367.2,Yes,Yes,Yes,Two year,No
3956,6,545.2,No,Yes,No,Month-to-month,Yes
5694,33,1758.9,No,No,Yes,One year,No
3008,11,211.95,No internet service,No internet service,No internet service,One year,No
5828,72,1709.1,No internet service,No internet service,No internet service,Two year,No
1105,9,769.1,No,No,No,Month-to-month,No
6530,63,2298.9,Yes,No,Yes,One year,No
4317,3,57.4,No internet service,No internet service,No internet service,One year,No
7042,66,6844.5,Yes,No,Yes,Two year,No
4882,66,4136.4,Yes,Yes,Yes,Two year,No
684,1,71.1,No,No,No,Month-to-month,No
5155,30,2638.1,No,No,Yes,One year,No
2765,13,931.75,No,No,No,Month-to-month,No
5429,72,5661.7,Yes,Yes,Yes,Two year,No
4561,8,446.8,No,Yes,No,Month-to-month,No
2451,28,2847.4,Yes,Yes,No,One year,Yes
5834,65,6914.95,Yes,No,No,Month-to-month,No
326,11,880.05,No,No,Yes,Month-to-month,No
4988,26,459.6,No internet service,No internet service,No internet service,One year,No
5889,59,2997.45,No,Yes,No,Month-to-month,No
2176,67,1284.2,No internet service,No internet service,No internet service,Two year,No
3625,71,1379.6,No internet service,No internet service,No internet service,Two year,No
4894,57,4140.1,No,Yes,No,One year,No
6093,71,3263.6,No,No,Yes,Two year,No
6094,57,1252.85,No internet service,No internet service,No internet service,Two year,No
2787,72,1851.45,No internet service,No internet service,No internet service,Two year,No
5071,1,75.35,No,No,No,Month-to-month,No
5755,15,1392.25,Yes,No,No,Month-to-month,No
1676,4,319.85,Yes,No,No,Month-to-month,No
348,23,996.85,No,No,No,Month-to-month,No
5138,71,7623.2,No,Yes,Yes,Two year,No
3599,45,3541.1,Yes,Yes,Yes,Month-to-month,No
4925,64,6880.85,Yes,No,Yes,One year,No
1626,20,1191.2,Yes,No,Yes,Month-to-month,No
4273,31,2404.15,No,No,Yes,Month-to-month,Yes
3159,3,335.75,No,No,No,Month-to-month,No
5041,20,417.5,No internet service,No internet service,No internet service,One year,No
871,57,5598.0,No,Yes,No,One year,No
4883,8,221.9,No,No,No,Month-to-month,Yes
4108,33,600.25,No internet service,No internet service,No internet service,One year,No
6145,67,3623.95,Yes,Yes,Yes,Two year,No
2218,71,5999.85,Yes,No,Yes,Two year,No
5521,59,3735.45,No,No,Yes,Month-to-month,No
2121,1,20.45,No internet service,No internet service,No internet service,Month-to-month,No
5985,57,4368.95,No,Yes,Yes,One year,No
3357,1,59.2,No,No,No,Month-to-month,Yes
85,9,918.75,No,Yes,No,Month-to-month,No
3937,4,68.45,No internet service,No internet service,No internet service,Month-to-month,No
1877,72,6362.35,Yes,Yes,Yes,Two year,No
2801,62,6703.5,No,Yes,Yes,One year,No
5557,5,384.25,No,No,No,Month-to-month,No
2640,22,2142.8,No,Yes,Yes,Month-to-month,No
6027,35,809.25,No internet service,No internet service,No internet service,Two year,No
2880,12,1043.4,No,No,No,Month-to-month,No
3323,28,535.35,No internet service,No internet service,No internet service,Month-to-month,No
494,1,20.4,No internet service,No internet service,No internet service,Month-to-month,No
2019,67,7040.85,No,Yes,No,One year,Yes
2525,72,6991.6,Yes,Yes,Yes,Two year,No
4717,38,4428.6,Yes,No,Yes,One year,No
3166,14,664.4,No,No,Yes,Month-to-month,No
3858,47,4138.9,Yes,Yes,Yes,One year,No
1270,63,1574.5,No internet service,No internet service,No internet service,Two year,No
4174,37,973.55,No,No,Yes,Month-to-month,Yes
3821,1,74.2,No,No,No,Month-to-month,Yes
2895,37,717.5,No internet service,No internet service,No internet service,One year,No
3680,9,328.95,No,No,Yes,Month-to-month,Yes
5820,60,3561.15,Yes,No,No,One year,No
618,57,4884.85,Yes,Yes,Yes,Month-to-month,No
6025,41,1841.9,No,No,No,Month-to-month,No
5185,50,3478.15,Yes,No,Yes,One year,No
3664,4,202.3,No,No,Yes,Month-to-month,No
4531,9,661.25,No,No,No,Month-to-month,Yes
3113,36,3474.2,No,No,No,Month-to-month,No
4180,2,41.85,No,No,No,Month-to-month,Yes
1413,65,6078.75,Yes,Yes,Yes,Two year,No
2201,36,3003.55,Yes,Yes,Yes,One year,No
2001,5,117.95,No internet service,No internet service,No internet service,Month-to-month,No
5252,71,7713.55,Yes,Yes,No,Month-to-month,No
869,3,121.25,No internet service,No internet service,No internet service,Two year,No
2358,55,1140.05,No internet service,No internet service,No internet service,One year,No
2006,5,223.15,No,No,No,Month-to-month,Yes
3090,1,53.5,No,No,No,Month-to-month,Yes
4472,68,5375.15,Yes,No,No,Two year,No
4874,38,3233.6,Yes,Yes,No,Month-to-month,Yes
356,16,889.0,Yes,No,No,Month-to-month,No
1162,67,4991.5,Yes,No,Yes,One year,No
5347,72,8594.4,Yes,Yes,Yes,Two year,No
3064,21,1493.2,No,No,No,Month-to-month,No
3125,4,78.9,No internet service,No internet service,No internet service,Month-to-month,No
3492,3,98.5,No,Yes,No,Month-to-month,No
5484,69,6856.45,No,No,Yes,Two year,No
3749,2,196.75,No,No,No,Month-to-month,Yes
6945,70,6859.5,No,Yes,No,Two year,Yes
1890,1,21.0,No internet service,No internet service,No internet service,Month-to-month,Yes
579,2,38.8,No internet service,No internet service,No internet service,Month-to-month,No
2319,11,1020.2,No,No,No,Month-to-month,No
5628,13,1244.5,Yes,Yes,No,Month-to-month,Yes
1691,60,1161.75,No internet service,No internet service,No internet service,Two year,No
862,20,1463.5,No,Yes,No,Month-to-month,Yes
4765,37,1316.9,No,No,No,Two year,No
4522,30,587.1,No internet service,No internet service,No internet service,One year,No
2380,60,5969.95,No,Yes,Yes,Month-to-month,No
2378,35,2416.55,No,No,No,Month-to-month,Yes
4960,50,4816.7,No,No,No,Month-to-month,Yes
5451,71,6856.95,Yes,Yes,No,One year,No
4625,8,600.15,No,No,No,Month-to-month,No
1116,38,914.4,No internet service,No internet service,No internet service,One year,No
1541,72,1434.1,No internet service,No internet service,No internet service,Two year,No
6960,42,3930.6,No,Yes,No,Month-to-month,No
5416,57,5535.8,No,Yes,No,One year,No
6478,60,6640.7,No,Yes,Yes,Two year,No
3649,71,1847.55,No internet service,No internet service,No internet service,Two year,No
4751,11,245.2,No internet service,No internet service,No internet service,Month-to-month,Yes
5623,40,2092.9,No,No,Yes,Month-to-month,No
3297,42,3571.6,Yes,No,Yes,Two year,No
4706,1,44.45,No,No,No,Month-to-month,Yes
6167,47,4137.2,Yes,No,No,Month-to-month,No
2500,50,4025.6,Yes,No,Yes,One year,No
6220,10,521.0,Yes,Yes,Yes,Two year,No
6229,72,6227.5,No,Yes,Yes,Two year,No
6239,72,7285.7,No,Yes,No,Two year,No
6247,60,5231.2,No,No,No,Two year,No
6930,3,216.75,No,No,No,Month-to-month,Yes
6538,2,152.45,No,No,Yes,Month-to-month,Yes
5300,1,80.05,No,No,No,Month-to-month,Yes
6715,11,990.3,No,No,No,Month-to-month,No
6711,49,4889.2,No,Yes,No,Month-to-month,No
3409,70,7714.65,Yes,Yes,Yes,Two year,No
6726,2,154.85,No,No,No,Month-to-month,Yes
5231,16,1587.55,No,No,No,Month-to-month,Yes
4677,10,990.9,No,Yes,Yes,Month-to-month,Yes
6753,56,3815.4,Yes,Yes,No,One year,No
2052,48,4946.05,No,No,Yes,Month-to-month,No
1776,72,1802.55,No internet service,No internet service,No internet service,Two year,No
3499,1,20.9,No internet service,No internet service,No internet service,Month-to-month,Yes
4305,29,521.8,No internet service,No internet service,No internet service,Two year,No
2536,25,676.35,No internet service,No internet service,No internet service,One year,Yes
5054,68,3674.95,Yes,No,No,One year,No
3731,2,146.65,No,No,No,Month-to-month,No
1592,42,3384.0,No,No,No,Month-to-month,Yes
1723,6,100.35,No internet service,No internet service,No internet service,Two year,No
5510,18,1794.65,No,Yes,No,Month-to-month,No
2611,10,738.2,No,No,No,Month-to-month,Yes
4786,72,7634.8,No,Yes,No,Two year,No
490,63,6597.25,No,Yes,No,Two year,No
5921,27,2078.95,No,Yes,Yes,One year,No
2910,35,949.8,No internet service,No internet service,No internet service,Two year,No
1006,18,1612.75,No,No,Yes,Month-to-month,Yes
4230,11,791.75,Yes,No,No,Month-to-month,Yes
2503,44,926.0,No internet service,No internet service,No internet service,One year,No
4436,19,1297.8,Yes,Yes,No,Month-to-month,No
2314,72,6688.95,Yes,Yes,Yes,Two year,No
2554,18,892.7,No,No,No,Month-to-month,No
1417,18,865.75,No,Yes,No,Month-to-month,No
3096,71,4310.35,No,Yes,Yes,Two year,No
25,30,1530.6,Yes,Yes,No,Month-to-month,No
2409,28,1682.05,No,Yes,Yes,One year,No
1113,37,2839.65,No,No,No,Month-to-month,Yes
4176,18,342.3,No internet service,No internet service,No internet service,One year,No
1552,31,2471.6,No,Yes,Yes,Two year,No
6017,5,291.45,No,No,Yes,Month-to-month,No
5259,30,2351.45,No,No,No,Month-to-month,No
5672,49,3472.05,Yes,Yes,No,One year,No
433,12,518.9,No,No,No,Month-to-month,Yes
4084,1,78.05,No,No,No,Month-to-month,Yes
2655,4,365.65,No,Yes,No,Month-to-month,Yes
3927,3,51.15,No internet service,No internet service,No internet service,Month-to-month,Yes
4771,3,244.65,No,No,No,Month-to-month,Yes
5206,37,2313.8,Yes,Yes,Yes,Two year,No
1127,23,1533.8,Yes,Yes,Yes,One year,No
4313,23,1783.75,No,Yes,Yes,Month-to-month,No
5224,45,4459.8,No,No,No,One year,No
5552,22,488.25,No internet service,No internet service,No internet service,One year,No
2518,24,2404.85,No,Yes,No,Month-to-month,No
6769,48,916.0,No internet service,No internet service,No internet service,Two year,No
1102,3,168.15,No,Yes,No,Month-to-month,Yes
6060,8,713.6,No,Yes,No,Month-to-month,No
4773,44,2375.4,No,Yes,No,One year,Yes
4248,56,5116.6,No,Yes,Yes,Month-to-month,No
5219,1,20.6,No internet service,No internet service,No internet service,Month-to-month,No
4890,53,4779.45,No,Yes,Yes,Month-to-month,No
194,59,1192.7,No internet service,No internet service,No internet service,Two year,No
615,15,631.4,No,No,No,Month-to-month,No
643,49,4287.2,No,Yes,No,One year,No
5062,39,2184.35,Yes,No,No,Month-to-month,Yes
3116,44,3990.75,No,Yes,No,One year,No
3410,3,188.7,No,No,No,Month-to-month,Yes
2776,16,1178.25,No,Yes,No,Month-to-month,Yes
5774,5,339.9,No,Yes,Yes,Month-to-month,No
5951,37,3541.4,No,No,Yes,Month-to-month,No
5902,9,466.6,No,Yes,No,Month-to-month,No
330,35,739.35,No internet service,No internet service,No internet service,Two year,No
2207,7,587.1,No,No,No,Month-to-month,Yes
5049,1,20.2,No internet service,No internet service,No internet service,Month-to-month,Yes
6515,29,712.85,No,No,No,Month-to-month,Yes
2670,51,5000.05,Yes,No,Yes,One year,No
972,58,4048.95,No,Yes,Yes,Two year,No
483,72,8003.8,No,Yes,Yes,One year,No
2420,4,156.1,Yes,No,No,Month-to-month,No
2602,64,7266.95,No,Yes,Yes,One year,No
719,68,5589.3,No,No,No,Month-to-month,No
3624,62,6019.35,No,Yes,No,Month-to-month,No
2059,37,3415.25,No,Yes,No,Month-to-month,No
2803,43,779.25,No internet service,No internet service,No internet service,Two year,No
2566,65,5963.95,Yes,Yes,Yes,Two year,No
4704,1,61.15,Yes,Yes,No,Month-to-month,No
32,27,1874.45,Yes,Yes,Yes,One year,No
664,57,1167.6,No internet service,No internet service,No internet service,Two year,No
5540,1,20.55,No internet service,No internet service,No internet service,Month-to-month,Yes
5303,43,1912.85,Yes,Yes,No,Month-to-month,No
5813,48,5443.65,Yes,Yes,Yes,Two year,No
1444,41,4507.15,Yes,Yes,Yes,Two year,No
3355,68,6297.65,No,Yes,Yes,Two year,No
2792,15,736.8,No,Yes,No,Month-to-month,No
4956,8,742.95,No,No,No,Month-to-month,Yes
6864,3,77.75,No,No,No,Month-to-month,Yes
1705,55,5044.8,No,Yes,Yes,Month-to-month,No
5170,1,19.65,No internet service,No internet service,No internet service,Month-to-month,No
5502,16,1167.8,No,No,No,Month-to-month,Yes
4734,39,3182.95,Yes,No,Yes,One year,Yes
4063,10,953.45,No,Yes,No,Month-to-month,Yes
4685,46,4854.3,No,Yes,Yes,Two year,No
3227,12,628.65,No,No,No,Month-to-month,No
118,41,835.15,No internet service,No internet service,No internet service,Two year,No
2277,65,6941.2,No,Yes,Yes,Month-to-month,Yes
2905,21,1742.45,No,No,Yes,One year,No
1401,4,442.85,No,Yes,No,Month-to-month,Yes
739,72,6697.35,Yes,Yes,Yes,Two year,No
2456,47,1160.45,No internet service,No internet service,No internet service,Two year,No
170,43,3539.25,Yes,No,Yes,One year,No
540,72,8248.5,Yes,Yes,Yes,Two year,No
883,67,7511.65,Yes,No,Yes,One year,No
5277,6,577.6,No,No,No,Month-to-month,Yes
4722,60,4224.7,No,Yes,Yes,One year,No
3443,40,4116.8,Yes,Yes,Yes,One year,No
3800,66,5930.05,Yes,No,Yes,Two year,No
674,52,2550.9,No,Yes,No,Month-to-month,Yes
3209,1,93.85,No,No,No,Month-to-month,Yes
6507,58,5435.6,Yes,Yes,No,Month-to-month,Yes
2915,72,4684.3,Yes,Yes,Yes,Two year,No
3286,35,3474.05,No,No,No,Month-to-month,Yes
1815,72,1502.25,No internet service,No internet service,No internet service,Two year,No
5389,51,3649.6,No,No,No,Month-to-month,No
6117,69,1447.9,No internet service,No internet service,No internet service,Two year,No
2100,69,6841.45,No,No,No,One year,No
4593,11,246.3,No internet service,No internet service,No internet service,Month-to-month,No
6979,1,24.2,No,No,No,Month-to-month,No
5933,3,294.45,No,Yes,No,Month-to-month,Yes
2101,37,3754.6,Yes,No,Yes,One year,Yes
5967,4,102.5,No,No,No,Month-to-month,Yes
3922,67,6079.0,No,No,No,Month-to-month,No
1548,25,2199.05,No,No,Yes,Month-to-month,No
4216,72,6632.75,Yes,Yes,Yes,Two year,No
3470,8,411.6,Yes,No,No,Month-to-month,No
355,10,846.0,No,No,No,Month-to-month,Yes
4559,6,130.5,No internet service,No internet service,No internet service,Month-to-month,No
3774,52,4079.55,No,Yes,No,One year,No
5363,70,1715.15,No internet service,No internet service,No internet service,Two year,No
2535,70,6474.45,Yes,Yes,Yes,Two year,No
6234,58,1474.35,No internet service,No internet service,No internet service,Two year,No
3220,70,5498.2,Yes,No,Yes,Two year,No
5018,72,1379.8,No internet service,No internet service,No internet service,Two year,No
2373,66,3251.85,No,No,Yes,One year,No
1051,16,552.7,No,No,No,Month-to-month,No
3074,35,2136.9,Yes,Yes,No,Month-to-month,No
2321,65,6223.3,No,Yes,No,Month-to-month,No
6673,2,85.1,No,No,No,Month-to-month,No
5058,30,1536.75,Yes,No,No,Month-to-month,No
1751,14,1178.4,No,No,Yes,Month-to-month,Yes
3941,7,174.7,No internet service,No internet service,No internet service,Month-to-month,No
1772,2,143.65,No,No,No,Month-to-month,Yes
1196,66,5538.35,Yes,Yes,Yes,Two year,No
1878,3,67.1,No internet service,No internet service,No internet service,Month-to-month,No
2668,1,19.75,No internet service,No internet service,No internet service,Month-to-month,Yes
7028,68,4326.25,No,Yes,Yes,Two year,No
2016,10,830.85,No,No,No,Month-to-month,Yes
2005,49,4941.8,No,Yes,No,One year,Yes
5712,23,470.6,No internet service,No internet service,No internet service,Month-to-month,No
1482,13,1235.55,No,No,No,Month-to-month,No
3237,65,1267.05,No internet service,No internet service,No internet service,Two year,No
328,28,973.65,No,No,No,Month-to-month,No
